Freq.	V(n005)
1.18304155572516e+03	(3.72379417062862e+01dB,1.79982769388041e+02°)
1.18576874816716e+03	(3.72379417070532e+01dB,1.79982729667376e+02°)
1.18850222743701e+03	(3.72379417078237e+01dB,1.79982689855146e+02°)
1.19124200802737e+03	(3.72379417085978e+01dB,1.79982649951139e+02°)
1.19398810446427e+03	(3.72379417093754e+01dB,1.79982609955144e+02°)
1.19674053130724e+03	(3.72379417101567e+01dB,1.79982569866949e+02°)
1.19949930314937e+03	(3.72379417109415e+01dB,1.79982529686341e+02°)
1.20226443461741e+03	(3.72379417117300e+01dB,1.79982489413106e+02°)
1.20503594037179e+03	(3.72379417125220e+01dB,1.79982449047033e+02°)
1.20781383510678e+03	(3.72379417133178e+01dB,1.79982408587906e+02°)
1.21059813355048e+03	(3.72379417141173e+01dB,1.79982368035511e+02°)
1.21338885046497e+03	(3.72379417149204e+01dB,1.79982327389633e+02°)
1.21618600064636e+03	(3.72379417157272e+01dB,1.79982286650057e+02°)
1.21898959892486e+03	(3.72379417165377e+01dB,1.79982245816566e+02°)
1.22179966016487e+03	(3.72379417173520e+01dB,1.79982204888945e+02°)
1.22461619926504e+03	(3.72379417181701e+01dB,1.79982163866976e+02°)
1.22743923115840e+03	(3.72379417189920e+01dB,1.79982122750441e+02°)
1.23026877081238e+03	(3.72379417198175e+01dB,1.79982081539122e+02°)
1.23310483322890e+03	(3.72379417206470e+01dB,1.79982040232802e+02°)
1.23594743344450e+03	(3.72379417214803e+01dB,1.79981998831261e+02°)
1.23879658653036e+03	(3.72379417223174e+01dB,1.79981957334279e+02°)
1.24165230759241e+03	(3.72379417231583e+01dB,1.79981915741637e+02°)
1.24451461177138e+03	(3.72379417240032e+01dB,1.79981874053114e+02°)
1.24738351424294e+03	(3.72379417248519e+01dB,1.79981832268489e+02°)
1.25025903021771e+03	(3.72379417257046e+01dB,1.79981790387540e+02°)
1.25314117494141e+03	(3.72379417265612e+01dB,1.79981748410046e+02°)
1.25602996369487e+03	(3.72379417274218e+01dB,1.79981706335785e+02°)
1.25892541179416e+03	(3.72379417282863e+01dB,1.79981664164531e+02°)
1.26182753459066e+03	(3.72379417291549e+01dB,1.79981621896063e+02°)
1.26473634747115e+03	(3.72379417300274e+01dB,1.79981579530156e+02°)
1.26765186585784e+03	(3.72379417309039e+01dB,1.79981537066585e+02°)
1.27057410520854e+03	(3.72379417317846e+01dB,1.79981494505126e+02°)
1.27350308101666e+03	(3.72379417326693e+01dB,1.79981451845552e+02°)
1.27643880881134e+03	(3.72379417335580e+01dB,1.79981409087638e+02°)
1.27938130415752e+03	(3.72379417344508e+01dB,1.79981366231156e+02°)
1.28233058265601e+03	(3.72379417353478e+01dB,1.79981323275881e+02°)
1.28528665994361e+03	(3.72379417362490e+01dB,1.79981280221583e+02°)
1.28824955169313e+03	(3.72379417371543e+01dB,1.79981237068036e+02°)
1.29121927361353e+03	(3.72379417380637e+01dB,1.79981193815008e+02°)
1.29419584144998e+03	(3.72379417389773e+01dB,1.79981150462271e+02°)
1.29717927098395e+03	(3.72379417398952e+01dB,1.79981107009597e+02°)
1.30016957803328e+03	(3.72379417408173e+01dB,1.79981063456754e+02°)
1.30316677845229e+03	(3.72379417417437e+01dB,1.79981019803511e+02°)
1.30617088813183e+03	(3.72379417426743e+01dB,1.79980976049637e+02°)
1.30918192299940e+03	(3.72379417436093e+01dB,1.79980932194900e+02°)
1.31219989901920e+03	(3.72379417445485e+01dB,1.79980888239068e+02°)
1.31522483219223e+03	(3.72379417454921e+01dB,1.79980844181906e+02°)
1.31825673855640e+03	(3.72379417464401e+01dB,1.79980800023183e+02°)
1.32129563418657e+03	(3.72379417473924e+01dB,1.79980755762663e+02°)
1.32434153519466e+03	(3.72379417483491e+01dB,1.79980711400111e+02°)
1.32739445772973e+03	(3.72379417493102e+01dB,1.79980666935294e+02°)
1.33045441797808e+03	(3.72379417502758e+01dB,1.79980622367975e+02°)
1.33352143216332e+03	(3.72379417512458e+01dB,1.79980577697917e+02°)
1.33659551654643e+03	(3.72379417522204e+01dB,1.79980532924884e+02°)
1.33967668742593e+03	(3.72379417531993e+01dB,1.79980488048639e+02°)
1.34276496113786e+03	(3.72379417541828e+01dB,1.79980443068943e+02°)
1.34586035405594e+03	(3.72379417551709e+01dB,1.79980397985558e+02°)
1.34896288259164e+03	(3.72379417561635e+01dB,1.79980352798246e+02°)
1.35207256319427e+03	(3.72379417571607e+01dB,1.79980307506766e+02°)
1.35518941235103e+03	(3.72379417581625e+01dB,1.79980262110878e+02°)
1.35831344658715e+03	(3.72379417591689e+01dB,1.79980216610341e+02°)
1.36144468246594e+03	(3.72379417601800e+01dB,1.79980171004916e+02°)
1.36458313658892e+03	(3.72379417611958e+01dB,1.79980125294359e+02°)
1.36772882559584e+03	(3.72379417622162e+01dB,1.79980079478427e+02°)
1.37088176616484e+03	(3.72379417632413e+01dB,1.79980033556880e+02°)
1.37404197501251e+03	(3.72379417642712e+01dB,1.79979987529472e+02°)
1.37720946889394e+03	(3.72379417653058e+01dB,1.79979941395961e+02°)
1.38038426460288e+03	(3.72379417663452e+01dB,1.79979895156100e+02°)
1.38356637897177e+03	(3.72379417673894e+01dB,1.79979848809646e+02°)
1.38675582887188e+03	(3.72379417684384e+01dB,1.79979802356352e+02°)
1.38995263121334e+03	(3.72379417694923e+01dB,1.79979755795972e+02°)
1.39315680294529e+03	(3.72379417705510e+01dB,1.79979709128259e+02°)
1.39636836105593e+03	(3.72379417716146e+01dB,1.79979662352965e+02°)
1.39958732257261e+03	(3.72379417726831e+01dB,1.79979615469844e+02°)
1.40281370456195e+03	(3.72379417737566e+01dB,1.79979568478647e+02°)
1.40604752412990e+03	(3.72379417748350e+01dB,1.79979521379122e+02°)
1.40928879842186e+03	(3.72379417759184e+01dB,1.79979474171023e+02°)
1.41253754462274e+03	(3.72379417770068e+01dB,1.79979426854098e+02°)
1.41579377995707e+03	(3.72379417781002e+01dB,1.79979379428096e+02°)
1.41905752168908e+03	(3.72379417791986e+01dB,1.79979331892765e+02°)
1.42232878712281e+03	(3.72379417803022e+01dB,1.79979284247854e+02°)
1.42560759360218e+03	(3.72379417814108e+01dB,1.79979236493110e+02°)
1.42889395851109e+03	(3.72379417825245e+01dB,1.79979188628281e+02°)
1.43218789927353e+03	(3.72379417836434e+01dB,1.79979140653111e+02°)
1.43548943335364e+03	(3.72379417847674e+01dB,1.79979092567347e+02°)
1.43879857825583e+03	(3.72379417858967e+01dB,1.79979044370734e+02°)
1.44211535152486e+03	(3.72379417870311e+01dB,1.79978996063017e+02°)
1.44543977074592e+03	(3.72379417881707e+01dB,1.79978947643938e+02°)
1.44877185354475e+03	(3.72379417893157e+01dB,1.79978899113242e+02°)
1.45211161758773e+03	(3.72379417904659e+01dB,1.79978850470671e+02°)
1.45545908058195e+03	(3.72379417916215e+01dB,1.79978801715968e+02°)
1.45881426027534e+03	(3.72379417927824e+01dB,1.79978752848873e+02°)
1.46217717445671e+03	(3.72379417939486e+01dB,1.79978703869128e+02°)
1.46554784095590e+03	(3.72379417951202e+01dB,1.79978654776473e+02°)
1.46892627764385e+03	(3.72379417962972e+01dB,1.79978605570647e+02°)
1.47231250243271e+03	(3.72379417974796e+01dB,1.79978556251391e+02°)
1.47570653327588e+03	(3.72379417986676e+01dB,1.79978506818442e+02°)
1.47910838816819e+03	(3.72379417998609e+01dB,1.79978457271538e+02°)
1.48251808514594e+03	(3.72379418010598e+01dB,1.79978407610417e+02°)
1.48593564228699e+03	(3.72379418022643e+01dB,1.79978357834815e+02°)
1.48936107771090e+03	(3.72379418034743e+01dB,1.79978307944468e+02°)
1.49279440957898e+03	(3.72379418046898e+01dB,1.79978257939112e+02°)
1.49623565609442e+03	(3.72379418059110e+01dB,1.79978207818482e+02°)
1.49968483550236e+03	(3.72379418071378e+01dB,1.79978157582311e+02°)
1.50314196609001e+03	(3.72379418083703e+01dB,1.79978107230335e+02°)
1.50660706618673e+03	(3.72379418096085e+01dB,1.79978056762285e+02°)
1.51008015416413e+03	(3.72379418108524e+01dB,1.79978006177895e+02°)
1.51356124843619e+03	(3.72379418121020e+01dB,1.79977955476895e+02°)
1.51705036745932e+03	(3.72379418133574e+01dB,1.79977904659017e+02°)
1.52054752973248e+03	(3.72379418146186e+01dB,1.79977853723992e+02°)
1.52405275379728e+03	(3.72379418158856e+01dB,1.79977802671550e+02°)
1.52756605823806e+03	(3.72379418171585e+01dB,1.79977751501419e+02°)
1.53108746168201e+03	(3.72379418184372e+01dB,1.79977700213329e+02°)
1.53461698279928e+03	(3.72379418197219e+01dB,1.79977648807008e+02°)
1.53815464030302e+03	(3.72379418210125e+01dB,1.79977597282184e+02°)
1.54170045294954e+03	(3.72379418223090e+01dB,1.79977545638582e+02°)
1.54525443953840e+03	(3.72379418236115e+01dB,1.79977493875928e+02°)
1.54881661891247e+03	(3.72379418249200e+01dB,1.79977441993951e+02°)
1.55238700995807e+03	(3.72379418262346e+01dB,1.79977389992372e+02°)
1.55596563160506e+03	(3.72379418275552e+01dB,1.79977337870918e+02°)
1.55955250282694e+03	(3.72379418288820e+01dB,1.79977285629311e+02°)
1.56314764264094e+03	(3.72379418302148e+01dB,1.79977233267274e+02°)
1.56675107010813e+03	(3.72379418315538e+01dB,1.79977180784531e+02°)
1.57036280433354e+03	(3.72379418328990e+01dB,1.79977128180803e+02°)
1.57398286446620e+03	(3.72379418342504e+01dB,1.79977075455810e+02°)
1.57761126969933e+03	(3.72379418356080e+01dB,1.79977022609274e+02°)
1.58124803927037e+03	(3.72379418369719e+01dB,1.79976969640914e+02°)
1.58489319246110e+03	(3.72379418383421e+01dB,1.79976916550449e+02°)
1.58854674859776e+03	(3.72379418397186e+01dB,1.79976863337598e+02°)
1.59220872705115e+03	(3.72379418411015e+01dB,1.79976810002079e+02°)
1.59587914723672e+03	(3.72379418424908e+01dB,1.79976756543608e+02°)
1.59955802861465e+03	(3.72379418438864e+01dB,1.79976702961903e+02°)
1.60324539069002e+03	(3.72379418452886e+01dB,1.79976649256680e+02°)
1.60694125301286e+03	(3.72379418466971e+01dB,1.79976595427653e+02°)
1.61064563517825e+03	(3.72379418481122e+01dB,1.79976541474537e+02°)
1.61435855682647e+03	(3.72379418495338e+01dB,1.79976487397047e+02°)
1.61808003764305e+03	(3.72379418509620e+01dB,1.79976433194894e+02°)
1.62181009735891e+03	(3.72379418523968e+01dB,1.79976378867793e+02°)
1.62554875575047e+03	(3.72379418538382e+01dB,1.79976324415456e+02°)
1.62929603263970e+03	(3.72379418552862e+01dB,1.79976269837592e+02°)
1.63305194789432e+03	(3.72379418567410e+01dB,1.79976215133914e+02°)
1.63681652142779e+03	(3.72379418582024e+01dB,1.79976160304130e+02°)
1.64058977319952e+03	(3.72379418596706e+01dB,1.79976105347951e+02°)
1.64437172321491e+03	(3.72379418611456e+01dB,1.79976050265084e+02°)
1.64816239152549e+03	(3.72379418626273e+01dB,1.79975995055239e+02°)
1.65196179822900e+03	(3.72379418641159e+01dB,1.79975939718121e+02°)
1.65576996346951e+03	(3.72379418656114e+01dB,1.79975884253438e+02°)
1.65958690743754e+03	(3.72379418671138e+01dB,1.79975828660897e+02°)
1.66341265037015e+03	(3.72379418686232e+01dB,1.79975772940201e+02°)
1.66724721255104e+03	(3.72379418701394e+01dB,1.79975717091055e+02°)
1.67109061431069e+03	(3.72379418716627e+01dB,1.79975661113163e+02°)
1.67494287602642e+03	(3.72379418731930e+01dB,1.79975605006230e+02°)
1.67880401812254e+03	(3.72379418747304e+01dB,1.79975548769956e+02°)
1.68267406107045e+03	(3.72379418762749e+01dB,1.79975492404045e+02°)
1.68655302538872e+03	(3.72379418778265e+01dB,1.79975435908197e+02°)
1.69044093164324e+03	(3.72379418793853e+01dB,1.79975379282113e+02°)
1.69433780044731e+03	(3.72379418809512e+01dB,1.79975322525491e+02°)
1.69824365246172e+03	(3.72379418825245e+01dB,1.79975265638032e+02°)
1.70215850839493e+03	(3.72379418841049e+01dB,1.79975208619434e+02°)
1.70608238900310e+03	(3.72379418856927e+01dB,1.79975151469394e+02°)
1.71001531509027e+03	(3.72379418872878e+01dB,1.79975094187610e+02°)
1.71395730750840e+03	(3.72379418888902e+01dB,1.79975036773777e+02°)
1.71790838715757e+03	(3.72379418905000e+01dB,1.79974979227592e+02°)
1.72186857498598e+03	(3.72379418921173e+01dB,1.79974921548750e+02°)
1.72583789199018e+03	(3.72379418937420e+01dB,1.79974863736944e+02°)
1.72981635921508e+03	(3.72379418953743e+01dB,1.79974805791868e+02°)
1.73380399775412e+03	(3.72379418970140e+01dB,1.79974747713214e+02°)
1.73780082874935e+03	(3.72379418986613e+01dB,1.79974689500676e+02°)
1.74180687339159e+03	(3.72379419003163e+01dB,1.79974631153944e+02°)
1.74582215292048e+03	(3.72379419019789e+01dB,1.79974572672708e+02°)
1.74984668862463e+03	(3.72379419036491e+01dB,1.79974514056659e+02°)
1.75388050184174e+03	(3.72379419053271e+01dB,1.79974455305487e+02°)
1.75792361395867e+03	(3.72379419070128e+01dB,1.79974396418878e+02°)
1.76197604641161e+03	(3.72379419087063e+01dB,1.79974337396522e+02°)
1.76603782068614e+03	(3.72379419104076e+01dB,1.79974278238106e+02°)
1.77010895831740e+03	(3.72379419121168e+01dB,1.79974218943316e+02°)
1.77418948089014e+03	(3.72379419138338e+01dB,1.79974159511836e+02°)
1.77827941003890e+03	(3.72379419155587e+01dB,1.79974099943353e+02°)
1.78237876744807e+03	(3.72379419172917e+01dB,1.79974040237550e+02°)
1.78648757485203e+03	(3.72379419190327e+01dB,1.79973980394112e+02°)
1.79060585403527e+03	(3.72379419207816e+01dB,1.79973920412719e+02°)
1.79473362683250e+03	(3.72379419225387e+01dB,1.79973860293056e+02°)
1.79887091512876e+03	(3.72379419243038e+01dB,1.79973800034801e+02°)
1.80301774085954e+03	(3.72379419260771e+01dB,1.79973739637638e+02°)
1.80717412601090e+03	(3.72379419278586e+01dB,1.79973679101245e+02°)
1.81134009261958e+03	(3.72379419296483e+01dB,1.79973618425301e+02°)
1.81551566277311e+03	(3.72379419314463e+01dB,1.79973557609484e+02°)
1.81970085860996e+03	(3.72379419332526e+01dB,1.79973496653472e+02°)
1.82389570231961e+03	(3.72379419350672e+01dB,1.79973435556942e+02°)
1.82810021614272e+03	(3.72379419368901e+01dB,1.79973374319570e+02°)
1.83231442237119e+03	(3.72379419387215e+01dB,1.79973312941032e+02°)
1.83653834334832e+03	(3.72379419405614e+01dB,1.79973251421001e+02°)
1.84077200146893e+03	(3.72379419424097e+01dB,1.79973189759151e+02°)
1.84501541917945e+03	(3.72379419442666e+01dB,1.79973127955157e+02°)
1.84926861897805e+03	(3.72379419461320e+01dB,1.79973066008689e+02°)
1.85353162341478e+03	(3.72379419480061e+01dB,1.79973003919420e+02°)
1.85780445509167e+03	(3.72379419498888e+01dB,1.79972941687020e+02°)
1.86208713666284e+03	(3.72379419517802e+01dB,1.79972879311160e+02°)
1.86637969083464e+03	(3.72379419536803e+01dB,1.79972816791509e+02°)
1.87068214036577e+03	(3.72379419555892e+01dB,1.79972754127735e+02°)
1.87499450806739e+03	(3.72379419575069e+01dB,1.79972691319506e+02°)
1.87931681680324e+03	(3.72379419594335e+01dB,1.79972628366489e+02°)
1.88364908948977e+03	(3.72379419613689e+01dB,1.79972565268349e+02°)
1.88799134909627e+03	(3.72379419633133e+01dB,1.79972502024755e+02°)
1.89234361864495e+03	(3.72379419652667e+01dB,1.79972438635368e+02°)
1.89670592121112e+03	(3.72379419672290e+01dB,1.79972375099854e+02°)
1.90107827992327e+03	(3.72379419692005e+01dB,1.79972311417875e+02°)
1.90546071796322e+03	(3.72379419711810e+01dB,1.79972247589094e+02°)
1.90985325856621e+03	(3.72379419731707e+01dB,1.79972183613172e+02°)
1.91425592502106e+03	(3.72379419751696e+01dB,1.79972119489771e+02°)
1.91866874067026e+03	(3.72379419771776e+01dB,1.79972055218550e+02°)
1.92309172891013e+03	(3.72379419791950e+01dB,1.79971990799168e+02°)
1.92752491319091e+03	(3.72379419812217e+01dB,1.79971926231285e+02°)
1.93196831701689e+03	(3.72379419832577e+01dB,1.79971861514556e+02°)
1.93642196394658e+03	(3.72379419853031e+01dB,1.79971796648641e+02°)
1.94088587759275e+03	(3.72379419873580e+01dB,1.79971731633194e+02°)
1.94536008162263e+03	(3.72379419894224e+01dB,1.79971666467871e+02°)
1.94984459975801e+03	(3.72379419914962e+01dB,1.79971601152326e+02°)
1.95433945577536e+03	(3.72379419935796e+01dB,1.79971535686213e+02°)
1.95884467350596e+03	(3.72379419956727e+01dB,1.79971470069185e+02°)
1.96336027683602e+03	(3.72379419977754e+01dB,1.79971404300894e+02°)
1.96788628970681e+03	(3.72379419998878e+01dB,1.79971338380991e+02°)
1.97242273611482e+03	(3.72379420020100e+01dB,1.79971272309128e+02°)
1.97696964011183e+03	(3.72379420041420e+01dB,1.79971206084953e+02°)
1.98152702580507e+03	(3.72379420062838e+01dB,1.79971139708116e+02°)
1.98609491735734e+03	(3.72379420084355e+01dB,1.79971073178264e+02°)
1.99067333898715e+03	(3.72379420105972e+01dB,1.79971006495045e+02°)
1.99526231496885e+03	(3.72379420127688e+01dB,1.79970939658105e+02°)
1.99986186963271e+03	(3.72379420149504e+01dB,1.79970872667089e+02°)
2.00447202736513e+03	(3.72379420171421e+01dB,1.79970805521645e+02°)
2.00909281260870e+03	(3.72379420193440e+01dB,1.79970738221413e+02°)
2.01372424986236e+03	(3.72379420215559e+01dB,1.79970670766038e+02°)
2.01836636368153e+03	(3.72379420237781e+01dB,1.79970603155162e+02°)
2.02301917867824e+03	(3.72379420260106e+01dB,1.79970535388428e+02°)
2.02768271952125e+03	(3.72379420282533e+01dB,1.79970467465474e+02°)
2.03235701093619e+03	(3.72379420305064e+01dB,1.79970399385943e+02°)
2.03704207770568e+03	(3.72379420327700e+01dB,1.79970331149472e+02°)
2.04173794466950e+03	(3.72379420350439e+01dB,1.79970262755699e+02°)
2.04644463672464e+03	(3.72379420373283e+01dB,1.79970194204262e+02°)
2.05116217882553e+03	(3.72379420396233e+01dB,1.79970125494797e+02°)
2.05589059598411e+03	(3.72379420419290e+01dB,1.79970056626942e+02°)
2.06062991326997e+03	(3.72379420442452e+01dB,1.79969987600329e+02°)
2.06538015581049e+03	(3.72379420465721e+01dB,1.79969918414593e+02°)
2.07014134879101e+03	(3.72379420489098e+01dB,1.79969849069368e+02°)
2.07491351745487e+03	(3.72379420512582e+01dB,1.79969779564285e+02°)
2.07969668710366e+03	(3.72379420536175e+01dB,1.79969709898977e+02°)
2.08449088309725e+03	(3.72379420559877e+01dB,1.79969640073073e+02°)
2.08929613085400e+03	(3.72379420583688e+01dB,1.79969570086204e+02°)
2.09411245585086e+03	(3.72379420607610e+01dB,1.79969499937998e+02°)
2.09893988362349e+03	(3.72379420631641e+01dB,1.79969429628085e+02°)
2.10377843976644e+03	(3.72379420655784e+01dB,1.79969359156090e+02°)
2.10862814993325e+03	(3.72379420680038e+01dB,1.79969288521640e+02°)
2.11348903983661e+03	(3.72379420704403e+01dB,1.79969217724360e+02°)
2.11836113524846e+03	(3.72379420728882e+01dB,1.79969146763877e+02°)
2.12324446200018e+03	(3.72379420753473e+01dB,1.79969075639812e+02°)
2.12813904598267e+03	(3.72379420778178e+01dB,1.79969004351789e+02°)
2.13304491314654e+03	(3.72379420802997e+01dB,1.79968932899431e+02°)
2.13796208950219e+03	(3.72379420827930e+01dB,1.79968861282357e+02°)
2.14289060112002e+03	(3.72379420852979e+01dB,1.79968789500190e+02°)
2.14783047413050e+03	(3.72379420878143e+01dB,1.79968717552546e+02°)
2.15278173472433e+03	(3.72379420903423e+01dB,1.79968645439047e+02°)
2.15774440915263e+03	(3.72379420928820e+01dB,1.79968573159309e+02°)
2.16271852372698e+03	(3.72379420954334e+01dB,1.79968500712948e+02°)
2.16770410481966e+03	(3.72379420979967e+01dB,1.79968428099582e+02°)
2.17270117886370e+03	(3.72379421005717e+01dB,1.79968355318824e+02°)
2.17770977235312e+03	(3.72379421031586e+01dB,1.79968282370290e+02°)
2.18272991184296e+03	(3.72379421057575e+01dB,1.79968209253591e+02°)
2.18776162394951e+03	(3.72379421083683e+01dB,1.79968135968341e+02°)
2.19280493535041e+03	(3.72379421109912e+01dB,1.79968062514151e+02°)
2.19785987278478e+03	(3.72379421136262e+01dB,1.79967988890631e+02°)
2.20292646305342e+03	(3.72379421162734e+01dB,1.79967915097392e+02°)
2.20800473301886e+03	(3.72379421189328e+01dB,1.79967841134041e+02°)
2.21309470960560e+03	(3.72379421216044e+01dB,1.79967767000188e+02°)
2.21819641980018e+03	(3.72379421242884e+01dB,1.79967692695438e+02°)
2.22330989065136e+03	(3.72379421269848e+01dB,1.79967618219398e+02°)
2.22843514927026e+03	(3.72379421296937e+01dB,1.79967543571673e+02°)
2.23357222283049e+03	(3.72379421324150e+01dB,1.79967468751867e+02°)
2.23872113856830e+03	(3.72379421351489e+01dB,1.79967393759583e+02°)
2.24388192378272e+03	(3.72379421378954e+01dB,1.79967318594424e+02°)
2.24905460583574e+03	(3.72379421406546e+01dB,1.79967243255992e+02°)
2.25423921215239e+03	(3.72379421434265e+01dB,1.79967167743886e+02°)
2.25943577022093e+03	(3.72379421462113e+01dB,1.79967092057708e+02°)
2.26464430759302e+03	(3.72379421490088e+01dB,1.79967016197054e+02°)
2.26986485188378e+03	(3.72379421518193e+01dB,1.79966940161523e+02°)
2.27509743077203e+03	(3.72379421546428e+01dB,1.79966863950712e+02°)
2.28034207200037e+03	(3.72379421574793e+01dB,1.79966787564218e+02°)
2.28559880337539e+03	(3.72379421603289e+01dB,1.79966711001634e+02°)
2.29086765276773e+03	(3.72379421631916e+01dB,1.79966634262554e+02°)
2.29614864811232e+03	(3.72379421660676e+01dB,1.79966557346573e+02°)
2.30144181740846e+03	(3.72379421689568e+01dB,1.79966480253282e+02°)
2.30674718872002e+03	(3.72379421718594e+01dB,1.79966402982273e+02°)
2.31206479017555e+03	(3.72379421747754e+01dB,1.79966325533136e+02°)
2.31739464996843e+03	(3.72379421777048e+01dB,1.79966247905460e+02°)
2.32273679635706e+03	(3.72379421806477e+01dB,1.79966170098833e+02°)
